SMILES,Scaffold,R-groups,NLL
O=S(=O)(Nc1cccc(-c2ncsc2-c2ncnc[c:0]2[C:0](F)(F)F)[c:2]1[CH3:2])c1cccc[c:1]1[C:1](F)(F)F,[*]c1c(-c2c(-c3cccc(NS(=O)(c4ccccc4[*])=O)c3[*])ncs2)ncnc1,FC(*)(F)F|C(*)(F)(F)F|*C,7.377193927764893
O=S(=O)(Nc1cccc(-c2ncsc2-c2ncnc[c:0]2-[c:0]2ccc(F)cc2)c1)c1cc[c:2]([CH3:2])[c:1]([CH3:1])c1,c1(-c2ncncc2[*])c(-c2cc(NS(=O)(=O)c3cc([*])c([*])cc3)ccc2)ncs1,Fc1ccc(*)cc1|*C|*C,5.7486371994018555
O=S(=O)(Nc1cccc(-c2ncsc2-c2ncnc[c:0]2-[c:0]2c[nH]c3ccccc23)c1)c1c[c:1]([C:1](F)(F)F)c[c:2]([C:2](F)(F)F)c1,s1c(-c2ncncc2[*])c(-c2cccc(NS(=O)(=O)c3cc([*])cc([*])c3)c2)nc1,c1[nH]c2ccccc2c1*|FC(F)(F)*|*C(F)(F)F,17.28244400024414
C[CH2:0][c:0]1cncnc1-c1scnc1-c1cccc(NS(=O)(=O)c2ccc[c:1]([C:1](F)(F)F)c2)[c:2]1[CH3:2],s1c(-c2c([*])cncn2)c(-c2cccc(NS(c3cc([*])ccc3)(=O)=O)c2[*])nc1,*CC|C(F)(*)(F)F|*C,6.75968599319458
[CH3:0][c:0]1c(NS(=O)(=O)c2cc[c:2]([C:2](F)(F)F)cc2)cccc1-c1ncsc1-c1ncnc[c:1]1-[c:1]1cccnc1,c1c(S(Nc2c([*])c(-c3c(-c4c([*])cncn4)scn3)ccc2)(=O)=O)ccc([*])c1,C*|*c1cnccc1|C(*)(F)(F)F,11.952104568481445
O=S(=O)(Nc1cc[c:2]([CH3:2])c(-c2ncsc2-c2c[c:0]([N:0]3CCN(CCO)CC3)n[c:1](-[c:1]3ccccc3)n2)c1)c1ccccc1,n1csc(-c2cc([*])nc([*])n2)c1-c1c([*])ccc(NS(c2ccccc2)(=O)=O)c1,OCCN1CCN(*)CC1|c1ccccc1*|*C,14.128251075744629
O=S(=O)(Nc1cc(-c2ncsc2-c2c[c:1](-[c:1]3cccc(O)c3)n[c:0](-[c:0]3ccccn3)n2)c[c:2]([CH3:2])c1)c1ccccc1,S(=O)(c1ccccc1)(Nc1cc(-c2ncsc2-c2nc([*])nc([*])c2)cc([*])c1)=O,c1(*)ccccn1|c1(O)cc(*)ccc1|C*,13.295726776123047
O=S(=O)(Nc1cc(-c2ncsc2-c2c[c:0](-[c:0]3ccccn3)n[c:1](-[c:1]3ccccc3O)n2)cc[c:2]1[CH3:2])c1ccccc1,c1cc(S(Nc2cc(-c3c(-c4cc([*])nc([*])n4)scn3)ccc2[*])(=O)=O)ccc1,*c1ncccc1|c1(*)ccccc1O|C*,15.5037841796875
COc1ccc[c:1](-[c:1]2nc(-c3scnc3-c3cccc(NS(=O)(=O)c4cccc[c:0]4[CH:0](F)F)c3)c[c:2]([N:2]3CCOCC3)n2)c1,c1([*])ccccc1S(=O)(Nc1cccc(-c2c(-c3nc([*])nc([*])c3)scn2)c1)=O,*C(F)F|O(c1cccc(*)c1)C|O1CCN(*)CC1,14.99915885925293
C[N:2](C)[c:2]1nc(-c2scnc2-c2cccc(NS(=O)(=O)c3ccc[c:0]([C:0](F)(F)F)c3)c2)c[c:1](-[c:1]2cccs2)n1,[*]c1cc(S(=O)(Nc2cccc(-c3ncsc3-c3cc([*])nc([*])n3)c2)=O)ccc1,*C(F)(F)F|c1ccsc1*|N(*)(C)C,13.49584674835205
[NH2:0][c:0]1nc(-c2scnc2-c2cccc(NS(=O)(=O)c3cc[c:1]([CH3:1])cc3)c2)c[c:2]([NH:2]CC2CCOCC2)n1,c1([*])nc(-c2scnc2-c2cc(NS(=O)(c3ccc([*])cc3)=O)ccc2)cc([*])n1,*N|*C|C1OCCC(CN*)C1,11.938477516174316
[CH3:0][c:0]1c(NS(=O)(=O)c2ccccc2)cccc1-c1ncsc1-c1c[c:1]([CH3:1])n[c:2](-[c:2]2ccccc2)n1,n1c(-c2cccc(NS(=O)(c3ccccc3)=O)c2[*])c(-c2cc([*])nc([*])n2)sc1,C*|*C|c1cc(*)ccc1,5.313836574554443
C[CH2:0][c:0]1c(-c2ncsc2-c2c[c:2]([NH2:2])ncn2)cc(NS(=O)(=O)c2ccccc2)c[c:1]1[CH3:1],c1c(-c2scnc2-c2c([*])c([*])cc(NS(=O)(=O)c3ccccc3)c2)ncnc1[*],CC*|C*|*N,7.665135383605957
COc1ccc([NH:2][c:2]2cc(-c3scnc3-c3cc(NS(=O)(=O)c4ccccc4)[c:0]([CH3:0])c[c:1]3[CH3:1])ncn2)cc1,c1(NS(c2ccccc2)(=O)=O)c([*])cc([*])c(-c2c(-c3cc([*])ncn3)scn2)c1,*C|C*|c1(OC)ccc(N*)cc1,8.155821800231934
[CH3:0][c:0]1ccc(NS(=O)(=O)c2cccc[c:1]2[C:1](F)(F)F)cc1-c1ncsc1-c1c[c:2]([NH:2]C2CCC(N)CC2)ncn1,c1(-c2c([*])ccc(NS(=O)(c3c([*])cccc3)=O)c2)c(-c2ncnc([*])c2)scn1,*C|C(*)(F)(F)F|C1(N*)CCC(N)CC1,11.426660537719727
C[N:0](C)[c:0]1cc(-c2scnc2-c2cc(NS(=O)(=O)c3ccc[c:2]([C:2](F)(F)F)c3)cc[c:1]2[CH3:1])ncn1,c1c(S(=O)(Nc2cc(-c3ncsc3-c3cc([*])ncn3)c([*])cc2)=O)cc([*])cc1,N(C)(*)C|C*|FC(F)(F)*,7.509774684906006
[CH3:0][c:0]1ccc(S(=O)(=O)Nc2cc[c:2]([CH3:2])c(-c3ncsc3-c3c[c:1]([NH:1]Cc4ccccc4)ncn3)c2)cc1,c1cc(NS(c2ccc([*])cc2)(=O)=O)cc(-c2ncsc2-c2ncnc([*])c2)c1[*],*C|c1cccc(CN*)c1|*C,8.809822082519531
[NH2:0][c:0]1cc(-c2scnc2-c2[c:1]([CH3:1])ccc(NS(=O)(=O)c3ccccc3)[c:2]2[CH3:2])ncn1,n1csc(-c2ncnc([*])c2)c1-c1c([*])ccc(NS(=O)(c2ccccc2)=O)c1[*],N*|*C|C*,2.4157488346099854
[CH3:0][c:0]1c(NS(=O)(=O)c2ccccc2)cc(-c2ncsc2-c2c[c:2]([NH:2]C3CCOCC3)ncn2)c[c:1]1[CH3:1],c1cc(S(=O)(Nc2c([*])c([*])cc(-c3c(-c4ncnc([*])c4)scn3)c2)=O)ccc1,*C|*C|C1(N*)CCOCC1,6.210966110229492
O=S(=O)(Nc1cc(-c2ncsc2-c2c[c:0]([NH:0]c3ccccc3)ncn2)c[c:1]([CH3:1])c1)c1cccc[c:2]1[CH3:2],c1([*])cc(-c2scnc2-c2cc([*])cc(NS(=O)(=O)c3ccccc3[*])c2)ncn1,N(*)c1ccccc1|*C|C*,9.972200393676758
N#Cc1cccnc1N1CC[CH:1]([c:1]2cc(-c3scnc3-c3cc(NS(=O)(=O)c4ccc[c:2]([C:2](F)(F)F)c4)c[c:0]([C:0](F)(F)F)c3)ncn2)CC1,S(=O)(Nc1cc([*])cc(-c2c(-c3cc([*])ncn3)scn2)c1)(=O)c1cc([*])ccc1,FC(*)(F)F|*C1CCN(c2ncccc2C#N)CC1|*C(F)(F)F,20.280241012573242
CC[CH2:2][c:2]1cc(-c2scnc2-c2cc(NS(=O)(=O)c3cc[c:0]([CH3:0])cc3)c[c:1]([CH3:1])c2)ncn1,[*]c1ccc(S(Nc2cc([*])cc(-c3ncsc3-c3ncnc([*])c3)c2)(=O)=O)cc1,*C|C*|C(C)C*,5.19134521484375
[CH3:0][c:0]1cc(NS(=O)(=O)c2ccccc2)[c:1]([CH3:1])c(-c2ncsc2-c2c[c:2]([NH:2]C)ncn2)c1,c1nc(-c2cc([*])cc(NS(c3ccccc3)(=O)=O)c2[*])c(-c2cc([*])ncn2)s1,*C|C*|*NC,2.6002519130706787
[NH2:0][c:0]1cc(-c2scnc2-c2cc[c:2]([CH3:2])c(NS(=O)(=O)c3cccc[c:1]3[CH3:1])c2)ncn1,c1c(-c2ncsc2-c2ncnc([*])c2)cc(NS(c2ccccc2[*])(=O)=O)c([*])c1,N*|C*|*C,5.1651201248168945
[NH2:0][c:0]1cc(-c2scnc2-c2cc[c:1]([CH3:1])c(NS(=O)(=O)c3ccc[c:2]([CH3:2])c3)c2)ncn1,c1(-c2ncsc2-c2cc([*])ncn2)ccc([*])c(NS(=O)(c2cccc([*])c2)=O)c1,*N|C*|*C,2.951892137527466
[CH3:0][c:0]1ccc(S(=O)(=O)Nc2cc(-c3ncsc3-c3c[c:1]([NH:1]C)ncn3)cc[c:2]2[CH3:2])cc1,c1(NS(=O)(=O)c2ccc([*])cc2)cc(-c2ncsc2-c2cc([*])ncn2)ccc1[*],C*|*NC|*C,5.272583484649658
[CH3:0][c:0]1c(-c2ncsc2-c2c[c:2]([NH2:2])ncn2)cc[c:1]([CH3:1])c1NS(=O)(=O)c1ccccc1,c1([*])c(NS(c2ccccc2)(=O)=O)c([*])ccc1-c1c(-c2cc([*])ncn2)scn1,*C|*C|*N,3.431226968765259
CC(C)[NH:0][c:0]1cc(-c2scnc2-c2cccc(NS(=O)(=O)c3ccc[c:2]([CH3:2])[c:1]3[CH3:1])c2)ncn1,c1cc(S(=O)(Nc2cccc(-c3ncsc3-c3ncnc([*])c3)c2)=O)c([*])c([*])c1,CC(N*)C|C*|*C,7.005439758300781
[NH2:0][c:0]1cc(-c2scnc2-c2cccc(NS(=O)(=O)c3cc[c:2]([CH3:2])c[c:1]3[CH3:1])c2)ncn1,[*]c1ncnc(-c2c(-c3cc(NS(=O)(c4c([*])cc([*])cc4)=O)ccc3)ncs2)c1,N*|*C|C*,2.331116199493408
[CH3:0][c:0]1cc[c:1]([CH3:1])cc1S(=O)(=O)Nc1cccc(-c2ncsc2-c2c[c:2]([NH:2]C(C)C)ncn2)c1,[*]c1ccc([*])cc1S(=O)(=O)Nc1cccc(-c2c(-c3ncnc([*])c3)scn2)c1,C*|*C|CC(N*)C,6.016741752624512
[NH2:0][c:0]1cc(-c2scnc2-c2cccc(NS(=O)(=O)c3[c:1]([CH3:1])ccc[c:2]3[CH3:2])c2)ncn1,N(c1cc(-c2c(-c3cc([*])ncn3)scn2)ccc1)S(=O)(c1c([*])cccc1[*])=O,*N|C*|*C,2.734199285507202
[NH2:0][c:0]1cc(-c2scnc2-c2cccc(NS(=O)(=O)c3cccc[c:1]3[CH:1](F)F)[c:2]2[CH3:2])ncn1,n1c([*])cc(-c2c(-c3cccc(NS(=O)(c4c([*])cccc4)=O)c3[*])ncs2)nc1,*N|C(*)(F)F|*C,5.249713897705078
[CH3:0][c:0]1ccc(S(=O)(=O)Nc2cccc(-c3ncsc3-c3c[c:2]([N:2]4CCOCC4)ncn3)c2)c[c:1]1[CH3:1],O=S(=O)(c1ccc([*])c([*])c1)Nc1cccc(-c2ncsc2-c2cc([*])ncn2)c1,C*|C*|*N1CCOCC1,5.815258026123047
O=S(=O)(Nc1cccc(-c2ncsc2-c2c[c:2]([NH:2]C3CCC(O)CC3)ncn2)c1)c1c[c:0]([C:0](F)(F)F)c[c:1]([C:1](F)(F)F)c1,S(c1cc([*])cc([*])c1)(=O)(=O)Nc1cc(-c2ncsc2-c2cc([*])ncn2)ccc1,FC(F)(*)F|C(*)(F)(F)F|C1C(N*)CCC(O)C1,11.970877647399902
[NH2:0][c:0]1cc(-c2scnc2-c2cccc(NS(=O)(=O)c3ccc[c:2]([C:2](F)(F)F)c3)[c:1]2[CH:1]2CC2)ncn1,[*]c1cc(-c2c(-c3c([*])c(NS(c4cccc([*])c4)(=O)=O)ccc3)ncs2)ncn1,N*|C1CC1*|FC(F)(F)*,5.457841396331787
O=S(=O)(Nc1cccc(-c2ncsc2-c2c[c:2]([NH:2]C3CCCCC3)ncn2)[c:1]1[CH3:1])c1cc[c:0]([C:0](F)(F)F)cc1,c1cc([*])ccc1S(Nc1c([*])c(-c2c(-c3ncnc([*])c3)scn2)ccc1)(=O)=O,FC(F)(F)*|*C|C1CC(N*)CCC1,8.653281211853027
CNC1CC[N:0]([c:0]2cc(NS(=O)(=O)c3ccccc3)cc(-c3ncsc3-c3ccn[c:2]([NH2:2])n3)[c:1]2[CH3:1])CC1,c1(-c2cc(NS(=O)(c3ccccc3)=O)cc([*])c2[*])ncsc1-c1nc([*])ncc1,C1N(*)CCC(NC)C1|C*|N*,10.781622886657715
[CH3:0][c:0]1c[c:1]([CH3:1])c(-c2ncsc2-c2ccn[c:2]([NH:2]C3CCN(c4ccncc4)CC3)n2)cc1NS(=O)(=O)c1ccccc1,c1([*])cc([*])c(-c2c(-c3nc([*])ncc3)scn2)cc1NS(c1ccccc1)(=O)=O,*C|C*|N(C1CCN(c2ccncc2)CC1)*,12.997358322143555
CC(=O)N1CCN(c2ccc([NH:0][c:0]3nccc(-c4scnc4-c4cc(NS(=O)(=O)c5cccc[c:1]5[C:1](F)(F)F)cc[c:2]4[CH3:2])n3)cn2)CC1,n1csc(-c2nc([*])ncc2)c1-c1cc(NS(c2c([*])cccc2)(=O)=O)ccc1[*],c1c(N*)ccc(N2CCN(C(=O)C)CC2)n1|*C(F)(F)F|*C,12.337409973144531
O=S(=O)(Nc1cc[c:1]([CH3:1])c(-c2ncsc2-c2ccn[c:0]([NH:0]c3ccccc3)n2)c1)c1ccc[c:2]([C:2](F)(F)F)c1,c1c(S(=O)(Nc2cc(-c3c(-c4ccnc([*])n4)scn3)c([*])cc2)=O)cccc1[*],N(*)c1ccccc1|*C|FC(F)(*)F,8.70320987701416
[CH3:0][c:0]1ccc(NS(=O)(=O)c2cc[c:1]([CH3:1])cc2)cc1-c1ncsc1-c1ccn[c:2]([NH2:2])n1,[*]c1ccc(NS(=O)(c2ccc([*])cc2)=O)cc1-c1ncsc1-c1nc([*])ncc1,*C|*C|N*,3.248575210571289
[CH3:0][c:0]1c(NS(=O)(=O)c2ccccc2)cc[c:2]([CH3:2])c1-c1ncsc1-c1ccn[c:1]([NH2:1])n1,c1c(NS(c2ccccc2)(=O)=O)c([*])c(-c2ncsc2-c2ccnc([*])n2)c([*])c1,C*|N*|C*,2.699500322341919
O=S(=O)(Nc1cc(-c2ncsc2-c2ccn[c:0]([NH:0]C3CCOCC3)n2)c[c:1]([CH3:1])[c:2]1[CH3:2])c1ccccc1,c1ccccc1S(Nc1cc(-c2ncsc2-c2ccnc([*])n2)cc([*])c1[*])(=O)=O,C1COCCC1N*|C*|*C,6.9962263107299805
C[N:2](C)[c:2]1nccc(-c2scnc2-c2cc(NS(=O)(=O)c3cccc[c:0]3[C:0](F)(F)F)c[c:1]([C:1](F)(F)F)c2)n1,S(c1ccccc1[*])(=O)(=O)Nc1cc([*])cc(-c2c(-c3nc([*])ncc3)scn2)c1,FC(F)(*)F|FC(*)(F)F|*N(C)C,9.358267784118652
O=S(=O)(Nc1c[c:0]([NH:0]c2ccccn2)cc(-c2ncsc2-c2ccn[c:1]([CH3:1])n2)c1)c1ccc[c:2]([CH3:2])c1,c1c([*])cc(-c2c(-c3ccnc([*])n3)scn2)cc1NS(=O)(=O)c1cccc([*])c1,c1cccc(N*)n1|C*|*C,13.380256652832031
C[CH:0](C)[c:0]1cc(NS(=O)(=O)c2cc[c:2]([CH3:2])cc2)cc(-c2ncsc2-c2ccn[c:1]([NH:1]C)n2)c1,S(=O)(=O)(Nc1cc([*])cc(-c2ncsc2-c2nc([*])ncc2)c1)c1ccc([*])cc1,*C(C)C|N(C)*|*C,12.925285339355469
[NH2:0][c:0]1nccc(-c2scnc2-c2c[c:1]([CH3:1])cc(NS(=O)(=O)c3ccccc3)[c:2]2[CH3:2])n1,c1nc([*])nc(-c2c(-c3cc([*])cc(NS(c4ccccc4)(=O)=O)c3[*])ncs2)c1,N*|C*|C*,2.870055913925171
CC[CH2:2][c:2]1nccc(-c2scnc2-c2cc[c:1]([CH3:1])c(NS(=O)(=O)c3cccc[c:0]3[CH:0](F)F)c2)n1,c1cc(-c2scnc2-c2cc(NS(=O)(c3ccccc3[*])=O)c([*])cc2)nc([*])n1,FC(F)*|*C|C(C)C*,9.315644264221191
C[CH2:0][c:0]1nccc(-c2scnc2-c2cc[c:1]([CH3:1])c(NS(=O)(=O)c3ccc[c:2]([C:2](F)(F)F)c3)c2)n1,s1c(-c2nc([*])ncc2)c(-c2ccc([*])c(NS(=O)(=O)c3cc([*])ccc3)c2)nc1,CC*|*C|*C(F)(F)F,8.52098274230957
[NH2:0][c:0]1ccc(S(=O)(=O)Nc2cc(-c3ncsc3-c3ccn[c:1]([NH2:1])n3)cc[c:2]2[CH3:2])cc1,[*]c1ccc(S(=O)(=O)Nc2cc(-c3ncsc3-c3nc([*])ncc3)ccc2[*])cc1,N*|*N|C*,3.683060646057129
[CH3:0][c:0]1c(-c2ncsc2-c2ccn[c:2]([N:2]3CCOCC3)n2)cc[c:1]([CH3:1])c1NS(=O)(=O)c1ccccc1,c1nc(-c2c([*])c(NS(c3ccccc3)(=O)=O)c([*])cc2)c(-c2ccnc([*])n2)s1,C*|C*|C1N(*)CCOC1,6.021551609039307
[CH3:0][c:0]1c(S(=O)(=O)Nc2cccc(-c3ncsc3-c3ccn[c:2]([NH2:2])n3)c2)ccc[c:1]1[CH3:1],c1c(NS(c2c([*])c([*])ccc2)(=O)=O)cc(-c2c(-c3ccnc([*])n3)scn2)cc1,C*|C*|*N,4.009608268737793
[NH2:0][c:0]1nccc(-c2scnc2-c2cccc(NS(=O)(=O)c3cc[c:2]([CH3:2])c[c:1]3[CH3:1])c2)n1,O=S(=O)(Nc1cccc(-c2ncsc2-c2nc([*])ncc2)c1)c1c([*])cc([*])cc1,N*|*C|C*,3.0833487510681152
CC(C)[NH:0][c:0]1nccc(-c2scnc2-c2cccc(NS(=O)(=O)c3c[c:1]([CH3:1])cc[c:2]3[CH3:2])c2)n1,c1(S(Nc2cc(-c3c(-c4ccnc([*])n4)scn3)ccc2)(=O)=O)cc([*])ccc1[*],CC(N*)C|C*|*C,7.65289831161499
[NH2:0][c:0]1nccc(-c2scnc2-c2cccc(NS(=O)(=O)c3[c:1]([CH3:1])ccc[c:2]3[CH3:2])c2)n1,c1cc(-c2ncsc2-c2nc([*])ncc2)cc(NS(=O)(=O)c2c([*])cccc2[*])c1,*N|*C|C*,2.457789897918701
[NH2:0][c:0]1nccc(-c2scnc2-c2cccc(NS(=O)(=O)c3cccc[c:2]3-[c:2]3ccccc3)[c:1]2[CH3:1])n1,c1(S(=O)(=O)Nc2cccc(-c3c(-c4nc([*])ncc4)scn3)c2[*])ccccc1[*],*N|C*|c1c(*)cccc1,11.085407257080078
[CH3:0][c:0]1ccc(S(=O)(=O)Nc2cccc(-c3ncsc3-c3ccn[c:2]([NH2:2])n3)c2)c[c:1]1[CH3:1],c1c(-c2c(-c3cccc(NS(=O)(=O)c4ccc([*])c([*])c4)c3)ncs2)nc([*])nc1,*C|C*|*N,2.3550541400909424
[CH3:0][c:0]1cc(S(=O)(=O)Nc2cccc(-c3ncsc3-c3ccn[c:2]([CH:2]4CCCCC4)n3)c2)c[c:1]([CH3:1])c1,n1c(-c2cccc(NS(c3cc([*])cc([*])c3)(=O)=O)c2)c(-c2ccnc([*])n2)sc1,C*|C*|*C1CCCCC1,9.191900253295898
[NH2:0][c:0]1cccc(S(=O)(=O)Nc2cccc(-c3ncsc3-c3ccn[c:1]([NH:1]c4cc(N5CCOCC5)cc(N5CCOCC5)c4)n3)[c:2]2[CH3:2])c1,[*]c1cccc(S(Nc2cccc(-c3ncsc3-c3ccnc([*])n3)c2[*])(=O)=O)c1,N*|c1(N*)cc(N2CCOCC2)cc(N2CCOCC2)c1|*C,12.086862564086914
O=S(=O)(Nc1cccc(-c2ncsc2-c2ccn[c:1]([NH:1]Cc3ccccc3N3CCOCC3)n2)[c:2]1[CH3:2])c1cc[c:0]([C:0](F)(F)F)cc1,c1(NS(=O)(c2ccc([*])cc2)=O)cccc(-c2c(-c3ccnc([*])n3)scn2)c1[*],FC(F)(F)*|C1COCCN1c1ccccc1CN*|C*,15.04117488861084
[CH3:0][c:0]1c(NS(=O)(=O)c2ccccc2)cc(-c2ncsc2-c2ccncn2)[c:2]([NH2:2])[c:1]1[CH3:1],c1nc(-c2c(-c3cc(NS(=O)(c4ccccc4)=O)c([*])c([*])c3[*])ncs2)ccn1,C*|*C|*N,2.7419254779815674
[CH3:0][c:0]1c(-c2ncsc2-c2ccncn2)cc(NS(=O)(=O)c2cccc[c:2]2[CH3:2])c[c:1]1[CH3:1],[*]c1c([*])cc(NS(=O)(c2ccccc2[*])=O)cc1-c1ncsc1-c1ccncn1,C*|C*|*C,2.4410476684570312
[NH2:0][c:0]1c(-c2ncsc2-c2ccncn2)cc(NS(=O)(=O)c2ccc[c:2]([C:2](F)(F)F)c2)c[c:1]1[CH3:1],c1cc(S(=O)(Nc2cc(-c3c(-c4ccncn4)scn3)c([*])c([*])c2)=O)cc([*])c1,N*|C*|C(F)(F)(*)F,6.185473442077637
[CH3:0][c:0]1ccc(S(=O)(=O)Nc2cc(-c3ncsc3-c3ccncn3)[c:2]([CH3:2])[c:1]([CH3:1])c2)cc1,c1c([*])ccc(S(=O)(Nc2cc([*])c([*])c(-c3ncsc3-c3ccncn3)c2)=O)c1,C*|*C|*C,2.6978933811187744
NC1CC[N:1]([c:1]2cc(NS(=O)(=O)c3ccccc3)[c:2]([CH3:2])c(-c3ncsc3-c3ccncn3)[c:0]2[N:0]2CCCCC2)C1,c1(-c2c([*])c([*])cc(NS(=O)(c3ccccc3)=O)c2[*])ncsc1-c1ccncn1,C1CN(*)CCC1|N1(*)CC(N)CC1|C*,13.705851554870605
[CH3:0][c:0]1ccccc1S(=O)(=O)Nc1cc(-c2ncsc2-c2ccncn2)[c:1]([CH3:1])c[c:2]1[CH3:2],c1(NS(=O)(c2ccccc2[*])=O)cc(-c2ncsc2-c2ccncn2)c([*])cc1[*],*C|C*|*C,2.1029512882232666
O=S(=O)(Nc1cc(-c2ncsc2-c2ccncn2)[c:2]([CH3:2])c[c:1]1[CH3:1])c1ccc[c:0]([C:0](F)(F)F)c1,c1([*])cc(S(=O)(Nc2c([*])cc([*])c(-c3ncsc3-c3ncncc3)c2)=O)ccc1,FC(*)(F)F|*C|C*,3.6594245433807373
O=C(O)[CH2:0][c:0]1ccc(S(=O)(=O)Nc2cc(-c3ncsc3-c3ccncn3)[c:2]([CH3:2])c[c:1]2[CH3:1])cc1,c1cc([*])ccc1S(=O)(Nc1c([*])cc([*])c(-c2c(-c3ncncc3)scn2)c1)=O,C(C*)(O)=O|C*|C*,7.4467082023620605
[CH3:0][c:0]1c[c:1]([CH3:1])c(-c2ncsc2-c2ccncn2)[c:2]([CH3:2])c1NS(=O)(=O)c1ccccc1,c1(S(=O)(=O)Nc2c([*])cc([*])c(-c3ncsc3-c3ccncn3)c2[*])ccccc1,C*|C*|C*,2.247912645339966
[CH3:0][c:0]1cccc(S(=O)(=O)Nc2cc[c:2]([CH3:2])c(-c3ncsc3-c3ccncn3)c2)[c:1]1[CH3:1],c1(-c2cc(NS(c3cccc([*])c3[*])(=O)=O)ccc2[*])c(-c2ccncn2)scn1,C*|*C|C*,2.2399466037750244
[CH3:0][c:0]1c[c:1]([NH2:1])ccc1S(=O)(=O)Nc1cc[c:2]([CH3:2])c(-c2ncsc2-c2ccncn2)c1,O=S(c1c([*])cc([*])cc1)(=O)Nc1ccc([*])c(-c2c(-c3ncncc3)scn2)c1,C*|*N|C*,3.6666300296783447
[CH3:0][c:0]1ccc(NS(=O)(=O)c2c[c:1]([CH3:1])cc[c:2]2[CH3:2])cc1-c1ncsc1-c1ccncn1,n1cnccc1-c1scnc1-c1c([*])ccc(NS(=O)(=O)c2cc([*])ccc2[*])c1,*C|*C|C*,2.284745693206787
[CH3:0][c:0]1ccc(NS(=O)(=O)c2[c:1]([CH3:1])ccc[c:2]2[CH3:2])cc1-c1ncsc1-c1ccncn1,c1(-c2c(-c3ncncc3)scn2)c([*])ccc(NS(c2c([*])cccc2[*])(=O)=O)c1,*C|C*|*C,2.2421538829803467
C[CH:2](C)[c:2]1ccc(NS(=O)(=O)c2cccc[c:0]2[C:0](F)(F)F)[c:1]([CH3:1])c1-c1ncsc1-c1ccncn1,c1cccc([*])c1S(Nc1c([*])c(-c2ncsc2-c2ncncc2)c([*])cc1)(=O)=O,FC(*)(F)F|C*|*C(C)C,12.822821617126465
[CH3:0][c:0]1cc(S(=O)(=O)Nc2cc[c:2]([CH3:2])c(-c3ncsc3-c3ccncn3)c2)cc[c:1]1[CH3:1],s1c(-c2ccncn2)c(-c2cc(NS(=O)(=O)c3cc([*])c([*])cc3)ccc2[*])nc1,*C|*C|*C,1.9798139333724976
[CH3:0][c:0]1ccc(NS(=O)(=O)c2c[c:1]([C:1](F)(F)F)c[c:2]([C:2](F)(F)F)c2)cc1-c1ncsc1-c1ccncn1,c1([*])c(-c2c(-c3ccncn3)scn2)cc(NS(c2cc([*])cc([*])c2)(=O)=O)cc1,*C|C(F)(F)(*)F|*C(F)(F)F,4.669740200042725
[CH3:0][c:0]1c(NS(=O)(=O)c2ccc[c:2]([C:2](F)(F)F)c2)cc[c:1]([CH3:1])c1-c1ncsc1-c1ccncn1,c1c(S(Nc2c([*])c(-c3c(-c4ccncn4)scn3)c([*])cc2)(=O)=O)cc([*])cc1,C*|C*|*C(F)(F)F,2.857698917388916
[CH3:0][c:0]1ccc(NS(=O)(=O)c2cc[c:1]([N:1](C)S(C)(=O)=O)cc2)[c:2]([CH3:2])c1-c1ncsc1-c1ccncn1,c1c(-c2scnc2-c2c([*])ccc(NS(=O)(=O)c3ccc([*])cc3)c2[*])ncnc1,C*|*N(S(=O)(C)=O)C|C*,14.276100158691406
[CH3:0][c:0]1cc(-c2ncsc2-c2ccncn2)cc(NS(=O)(=O)c2cccc[c:2]2[CH3:2])[c:1]1[CH3:1],c1c(-c2c(-c3ccncn3)scn2)cc([*])c([*])c1NS(c1ccccc1[*])(=O)=O,*C|*C|C*,2.5400145053863525
[CH3:0][c:0]1cc(-c2ncsc2-c2ccncn2)cc(NS(=O)(=O)c2ccc[c:2]([C:2](F)(F)F)c2)[c:1]1[CH3:1],c1c([*])c([*])c(NS(c2cc([*])ccc2)(=O)=O)cc1-c1c(-c2ccncn2)scn1,*C|*C|FC(F)(F)*,3.552086591720581
[CH3:0][c:0]1ccc(S(=O)(=O)Nc2cc(-c3ncsc3-c3ccncn3)c[c:1]([CH3:1])[c:2]2[CH3:2])cc1,c1c([*])ccc(S(Nc2cc(-c3c(-c4ccncn4)scn3)cc([*])c2[*])(=O)=O)c1,C*|C*|*C,2.3227484226226807
[CH3:0][c:0]1c(-c2ncsc2-c2ccncn2)c[c:2](-[c:2]2ccc(C(F)(F)F)cc2)[c:1](-[c:1]2ccccc2)c1NS(=O)(=O)c1ccccc1,c1(-c2ccncn2)scnc1-c1c([*])c(NS(=O)(=O)c2ccccc2)c([*])c([*])c1,C*|*c1ccccc1|c1(C(F)(F)F)ccc(*)cc1,9.314048767089844
[CH3:0][c:0]1cccc(S(=O)(=O)Nc2cc(-c3ncsc3-c3ccncn3)c[c:2]([CH3:2])c2)[c:1]1[CH3:1],c1c(NS(c2cccc([*])c2[*])(=O)=O)cc([*])cc1-c1c(-c2ncncc2)scn1,*C|C*|C*,2.0924668312072754
