SMILES,Scaffold,R-groups,NLL
COc1cc[c:2]([CH:2]2Cc3c(cc4c([c:0]3[CH3:0])OCO4)C3C4(C=C[CH:1]3[CH3:1])CCCN42)cc1,c1c2c(c([*])c3c1C1C([*])C=CC14CCCN4C([*])C3)OCO2,C*|*C|c1(*)ccc(OC)cc1,8.82951831817627
[CH3:0][c:0]1c2c(cc3c1O[CH:2]([O:2]C)O3)C1CC=CC13CCCN3[CH:1]([NH2:1])C2,c12c(cc3c(c1[*])CC([*])N1C4(C=CCC43)CCC1)OC([*])O2,C*|N*|O(*)C,8.796533584594727
CCOC(=O)[CH:2](C(=O)OC)[CH:2]1Cc2cc3c([c:1]([CH3:1])c2[C:0]2([CH3:0])CC=CC24CCCN41)OCO3,C1C23C=CCC2([*])c2c(cc4c(c2[*])OCO4)CC([*])N3CC1,C*|*C|O=C(C(*)C(=O)OCC)OC,15.2646484375
[NH2:0][c:0]1c2c(cc3c1C1C4(C=C[CH:1]1[NH:1]CCCl)CCCN4[CH:2]([CH2:2]CCl)C3)OCO2,C1c2c(c([*])c3c(c2)OCO3)C2C([*])C=CC23N(C1[*])CCC3,*N|N(*)CCCl|*CCCl,15.775443077087402
CC[NH:0][CH:0]1Cc2cc3c([c:1]([CH3:1])c2C2CC=CC24CCCN14)O[CH:2]([NH:2]CCO)O3,C1=CCC2C13CCCN3C([*])Cc1cc3c(c([*])c12)OC([*])O3,CCN*|*C|C(CO)N*,15.820853233337402
C=CCCCC[NH:1][CH:1]1C=CC23CCCN2[CH:2]([O:2]CC(=O)OC)Cc2cc4c(cc2[C:0]31[CH2:0]C(C=O)OC)OCO4,O1c2c(cc3c(c2)C2([*])C([*])C=CC24N(C([*])C3)CCC4)OC1,C(OC)(C*)C=O|*NCCCCC=C|COC(CO*)=O,42.762840270996094
CO[C:0](C)(C)[CH:0]1Oc2cc3c(cc2O1)[C:1]1([CH2:1]C)CC=CC12CCCN2[CH:2]([CH2:2]C)C3,c1c2c(cc3c1OC([*])O3)C1([*])C3(N(CCC3)C([*])C2)C=CC1,CC(*)(C)OC|CC*|*CC,11.406717300415039
CC[O:0][CH:0]1Oc2cc3c(cc2O1)C1C2(C=C[CH:1]1[CH3:1])CCCN2[CH:2]([CH3:2])C3,c1c2c(cc3c1OC([*])O3)C1C([*])C=CC13CCCN3C([*])C2,CCO*|*C|C*,6.31224250793457
C=C[CH2:1][C:1]12CC=CC13CCCN3C[CH:2]([CH3:2])c1c2cc2c([c:0]1[CH3:0])OCO2,C1Oc2c([*])c3c(cc2O1)C1([*])CC=CC12CCCN2CC3[*],*C|*CC=C|C*,7.678196907043457
[CH3:0][CH:0]1C=CC23CCCN2C[CH:2]([CH3:2])c2c(cc4c([c:1]2[NH:1]C2c5c([nH]c6ccccc56)OC2(C)C)OCO4)C13,C1([*])C2c3c(c([*])c4c(c3)OCO4)C([*])CN3CCCC23C=C1,C*|C1(C)(C)C(N*)c2c([nH]c3c2cccc3)O1|*C,28.976652145385742
C=C[C:2](C)(Nc1ccc(C2(C)CCC3C(C)CCCC3C2)c2cc(OC)c(OC)cc12)[CH:2]1Oc2cc3c([c:1]([CH3:1])c2O1)[CH:0]([c:0]1cc(OC)c(OC)c(OC)c1)CN1CCCC12C=CCC32,C123CCCN1CC([*])c1c(cc4c(c1[*])OC([*])O4)C2CC=C3,O(c1cc(*)cc(OC)c1OC)C|C*|c1(NC(C)(C=C)*)c2c(cc(OC)c(OC)c2)c(C2(C)CCC3C(CCCC3C)C2)cc1,56.208858489990234
C=C[CH2:2][CH:2]1CN2CCCC23C=CC[C:1]3([CH:1]=CC)c2c1cc1c([c:0]2[CH2:0]CC=C(C)C)OCO1,O1COc2cc3c(c([*])c21)C1([*])CC=CC12N(CCC2)CC3[*],*CCC=C(C)C|C(C)=C*|C(*)C=C,22.2424373626709
[CH3:0][c:0]1c2c(cc3c1C1C4(C=C[CH:1]1[CH3:1])CCCN4C[CH:2]3[CH2:2]C)OCO2,c12cc3c(c([*])c1C1C([*])C=CC14CCCN4CC2[*])OCO3,*C|*C|CC*,3.420701026916504
CC[NH:2][CH:2]1Oc2cc3c([c:0]([CH3:0])c2O1)C1CC=CC12CCCN2C[CH:1]3[CH2:1]C,c12cc3c(c([*])c1C1CC=CC14CCCN4CC2[*])OC([*])O3,*C|*CC|N(CC)*,6.438810348510742
[CH3:0][C:0]12c3cc4c(cc3[CH:2]([c:2]3ccc(Cl)cc3)CN3CCCC31C=C[CH:1]2[CH3:1])OCO4,[*]C12C([*])C=CC13CCCN3CC([*])c1cc3c(cc12)OCO3,*C|C*|c1(Cl)ccc(*)cc1,7.4980998039245605
[CH3:0][C:0]12CC=CC13CCCN3C[CH:2]([CH3:2])c1cc3c(cc12)O[CH:1]([CH:1](C)C)O3,C1CC23C=CCC2([*])c2c(cc4c(c2)OC([*])O4)C([*])CN3C1,*C|C(C)(*)C|C*,8.972992897033691
COC(=O)c1ccc[c:0]([CH:0]2CN3CCCC34C=C[CH:2]([CH3:2])C4c3cc4c(cc32)O[CH:1]([C:1](C)(O)CCl)O4)c1,C12C3(N(CCC3)CC([*])c3cc4c(cc31)OC([*])O4)C=CC2[*],O(C)C(c1cc(*)ccc1)=O|C(Cl)C(O)(C)*|*C,26.97502899169922
CC[O:2][CH:2]1Oc2[c:0]([CH3:0])c3c([c:1]([CH3:1])c2O1)C1CC=CC12CCCN2CC3,c1([*])c2c(c([*])c3c1OC([*])O3)C1CC=CC13N(CCC3)CC2,*C|*C|CCO*,5.992182731628418
[CH3:0][c:0]1c2c(cc3c1OCO3)[C:1]1([CH3:1])C3(C=C[CH:2]1[CH3:2])CCCN3CC2,C1CN2CCc3c(cc4c(c3[*])OCO4)C3([*])C([*])C=CC32C1,C*|C*|C*,2.906696319580078
CC[O:2][CH:2]1Oc2cc3c([c:1]([CH3:1])c2O1)CCN1CCCC12C=CC[C:0]32[CH3:0],C1CN2C3(CCC2)C=CCC3([*])c2cc3c(c([*])c21)OC([*])O3,*C|C*|C(C)O*,6.782023906707764
CCCNC(COC1CC[N:1]([CH:1]2Oc3cc4c([c:0]([NH2:0])c3O2)CCN2CCCC23C=C[CH:2]([NH2:2])C43)CC1)c1cccc2ccccc12,c12c(c([*])c3c(c1)OC([*])O3)CCN1C3(CCC1)C=CC([*])C23,N*|C1(OCC(NCCC)c2c3c(ccc2)cccc3)CCN(*)CC1|N*,34.93073272705078
[CH3:0][c:0]1c2c(cc3c1[C:1]1([CH3:1])C4(C=C[CH:2]1[CH3:2])CCCN4CC3)OCO2,O1COc2cc3c(c([*])c21)C1([*])C([*])C=CC12CCCN2CC3,C*|C*|*C,2.8896827697753906
C[CH2:0][C:0]12CC=CC13CCCN3CCc1cc3c([c:1](-[c:1]4cc(-c5ccccc5)cc5ccc(OC)cc54)c12)O[CH:2]([C:2]1(c2ccc(-c4ccccc4)cc2)CC1)O3,C123C([*])(CC=C1)c1c(cc4c(c1[*])OC([*])O4)CCN2CCC3,C(C)*|c1cc(-c2cc(*)c3cc(OC)ccc3c2)ccc1|c1(C2(*)CC2)ccc(-c2ccccc2)cc1,30.682764053344727
C=C[CH2:0][CH:0]1C=CC23CCCN2CCc2cc4c([c:1]([N:1]5C(=O)C6CCc7cc(C(C)C)ccc7C6C5=O)c2C13)O[CH:2]([N:2]1CCCCC1)O4,C1([*])C2c3c([*])c4c(cc3CCN3CCCC23C=C1)OC([*])O4,*CC=C|CC(C)c1cc2c(cc1)C1C(=O)N(*)C(=O)C1CC2|C1CCN(*)CC1,35.396202087402344
C[CH:0](C)[CH:0]1Oc2cc3c(cc2O1)[C:2]1([CH3:2])C2(C=C[CH:1]1[CH3:1])CCCN2CC3,[*]C1Oc2c(cc3c(c2)CCN2C4(C=CC([*])C43[*])CCC2)O1,*C(C)C|*C|*C,6.0063581466674805
CC[CH2:2][C:2]1=[C:1]([CH3:1])C23[CH:0]([CH3:0])CCN2CCc2cc4c(cc2C3C1)OCO4,C1C([*])C23C([*])=C([*])CC2c2cc4c(cc2CCN3C1)OCO4,C*|*C|C(CC)*,8.80636215209961
COc1ccc(O[C:1](=O)[C:1]2=[C:2]([c:2]3cc4cc5[nH]occ-5c4[nH]c3=O)CC3c4cc5c(cc4CCN4C[CH:0]([N:0](C)C)CC342)OCO5)cc1OC,C12C3(N(CCc4cc5c(cc41)OCO5)CC([*])C3)C([*])=C([*])C2,CN(C)*|O=C(*)Oc1cc(OC)c(OC)cc1|*c1cc2c(c3co[nH]c3c2)[nH]c1=O,34.70356750488281
COc1c[c:1]([C:1]2=[C:0]([NH2:0])CC3c4cc5c(cc4CCN4C32CC[CH:2]4[CH3:2])OCO5)cc(OCc2ccccc2)c1OC,C1C([*])=C([*])C23C1c1cc4c(cc1CCN2C([*])CC3)OCO4,N*|c1(OC)c(OCc2ccccc2)cc(*)cc1OC|C*,23.27304458618164
CCO[C:1](=O)[C:1]1=[C:2]([C:2](=O)OCC)C23CCCN2[CH:0]([c:0]2ccc(C)o2)Cc2cc4c(cc2C3C1)OCO4,[*]C1Cc2cc3c(cc2C2CC([*])=C([*])C24N1CCC4)OCO3,*c1ccc(C)o1|C(C)OC(*)=O|O=C(OCC)*,20.15755844116211
CC(C)(CBr)[NH:0][CH:0]1CN2CCCC23C(C[C:2]([C:2]#N)=[C:1]3[C:1]#N)c2cc3c(cc21)OCO3,c12cc3c(cc1OCO2)C1C2(N(CCC2)CC3[*])C([*])=C([*])C1,C(C(N*)(C)C)Br|C(*)#N|N#C*,20.62393569946289
[CH3:0][c:0]1c2c(cc3c1OCO3)C1C[C:2]([C:2]#N)=[C:1]([CH2:1]C)C13CCCN3CC2,c12cc3c(c([*])c1CCN1CCCC14C([*])=C([*])CC24)OCO3,C*|C(C)*|*C#N,7.123929500579834
C=[CH:0][C:0]1=[C:1]([CH:1]=O)C23CCCN2CCc2cc4c([c:2]([N:2](C)C)c2C3C1)OCO4,C1([*])=C([*])C23N(CCc4c(c([*])c5c(c4)OCO5)C2C1)CCC3,*C=C|C(*)=O|N(C)(C)*,14.217890739440918
N#[C:0][C:0]1=[C:1]([C:1]#N)C[C:2]2([c:2]3ccccc3)c3cc4c(cc3CCN3CCCC132)OCO4,C1([*])=C([*])CC2([*])C13CCCN3CCc1cc3c(cc12)OCO3,*C#N|C(*)#N|c1ccccc1*,7.604094982147217
N#[C:0][C:0]1=[C:1]([C:1]#N)[CH:2]([c:2]2ccccc2)C2c3cc4c(cc3CCN3CCCC123)OCO4,C1Oc2cc3c(cc2O1)C1C2(CCCN2CC3)C([*])=C([*])C1[*],N#C*|C(*)#N|c1ccccc1*,10.159233093261719
N#[C:1][C:1]1=[C:2]([c:2]2cccc3c2OCO3)CC2c3cc4c(cc3CCN3CCCC231)O[CH:0]([C:0](F)(F)C(=O)O)O4,[*]C1Oc2c(cc3c(c2)CCN2C4(CCC2)C([*])=C([*])CC43)O1,FC(*)(F)C(O)=O|C(#N)*|c12cccc(*)c1OCO2,29.720844268798828
N#[C:0][C:0]1=CC23C(C1)c1cc4c(cc1CCN2C[CH:2]([CH3:2])[CH:1]3[CH2:1]Cl)OCO4,C1=C([*])CC2c3c(cc4c(c3)OCO4)CCN3C12C([*])C([*])C3,N#C*|C(Cl)*|C*,6.727696418762207
[CH3:0][CH:0]1C[CH:1]([CH:1](Cl)Cl)N2CCc3cc4c(cc3C3C[C:2]([C:2]#N)=CC132)OCO4,O1COc2c1cc1c(c2)CCN2C3(C([*])CC2[*])C1CC([*])=C3,*C|C(*)(Cl)Cl|*C#N,8.931970596313477
C[NH:0][CH:0]1Cc2cc3c(cc2C2C[C:1]([C:1]#N)=CC24N1CC[CH:2]4[CH2:2]Cl)OCO3,c12cc3c(cc1CC([*])N1C4(C=C([*])CC24)C([*])CC1)OCO3,*NC|N#C*|C(*)Cl,8.380942344665527
C[CH2:0][CH:0]1CN2CC[CH:2]([CH3:2])C23C=[C:1]([CH2:1]C)CC3c2cc3c(cc21)OCO3,O1c2c(cc3c(c2)C([*])CN2C4(C3CC([*])=C4)C([*])CC2)OC1,CC*|CC*|*C,11.129971504211426
COc1cc[c:0](-[c:0]2c3c(cc4c2OCO4)C2C[C:1]([NH2:1])=CC24N(CC3)CC[CH:2]4[CH3:2])cc1,[*]c1c2c(cc3c1OCO3)C1CC([*])=CC13C([*])CCN3CC2,c1cc(*)ccc1OC|*N|C*,11.400528907775879
[CH3:0][CH:0]1CCN2CCc3cc4c([c:1]([CH3:1])c3C3C[C:2]([C:2]#N)=CC132)OCO4,[*]C1CCN2CCc3cc4c(c([*])c3C3CC([*])=CC132)OCO4,*C|*C|C(*)#N,4.819612979888916
Cc1ccc(S(=O)(=O)[NH:0][C:0]23C[C:1]([C:1]#N)=CC24N(CCc2cc5c(cc23)OCO5)CC[CH:2]4[CH3:2])cc1,N12CCc3cc4c(cc3C3([*])CC([*])=CC13C([*])CC2)OCO4,c1(S(=O)(N*)=O)ccc(C)cc1|*C#N|C*,14.977615356445312
COCOc1c(SC)cc(Br)c[c:0]1[CH:0]1C2c3cc4c(cc3CCN3CC[CH:2]([CH2:2]C)C23C=[C:1]1[C:1]#N)OCO4,O1c2c(cc3c(c2)C2C([*])C([*])=CC24N(CCC4[*])CC3)OC1,O(COc1c(*)cc(Br)cc1SC)C|*C#N|CC*,28.100248336791992
C[CH2:0][CH:0]1CCN2CCc3cc4c(cc3C3C[C:1]([C:1]#N)=CC132)O[CH:2]([N:2]1CCN(C)CC1)O4,C12c3cc4c(cc3CCN3CCC([*])C13C=C([*])C2)OC([*])O4,*CC|*C#N|N1(C)CCN(*)CC1,8.398458480834961
[CH3:0][CH:0]1N2CCc3cc4c(cc3C3C[C:1]([C:1]#N)=CC32C[CH:2]1[CH3:2])OCO4,[*]C1N2CCc3cc4c(cc3C3CC([*])=CC23CC1[*])OCO4,C*|N#C*|C*,6.1022515296936035
C[N+:0](C)(C)[CH:0]1Cc2cc3c(cc2C2C[C:1]([C:1]#N)=CC24C[CH:2]([CH3:2])CN14)OCO3,C1([*])Cc2c(cc3c(c2)OCO3)C2CC([*])=CC23CC([*])CN13,C[N+](*)(C)C|N#C*|C*,8.626410484313965
COc1c[c:0]([C:0]2=CC34C[CH:1]([NH:1]C)CN3C[CH:2]([CH2:2]Cl)c3cc5c(cc3C4C2)OCO5)cc(OC)c1OC,C1Oc2cc3c(cc2O1)C1CC([*])=CC12CC([*])CN2CC3[*],COc1c(OC)c(OC)cc(*)c1|CN*|C(Cl)*,13.74251651763916
[CH3:0][CH:0]1CN2CCc3c(cc4c([c:2]3-[c:2]3ccc5c(c3)CC(C)O5)OCO4)C3C[C:1]([C:1]#N)=CC32C1,N12CC([*])CC13C=C([*])CC3c1cc3c(c([*])c1CC2)OCO3,*C|N#C*|c1c2c(cc(*)c1)CC(C)O2,16.109233856201172
C[C:0](C)(O)[CH:0]1CN2CCc3cc4c([c:2]([CH3:2])c3C3C[C:1]([C:1]#N)=CC32C1)OCO4,C1N2C3(CC1[*])C=C([*])CC3c1c(cc3c(c1[*])OCO3)CC2,*C(O)(C)C|N#C*|*C,14.089130401611328
C[N:0](C)[CH:0]1CN2CCc3cc4c(cc3[C:2]3([CH3:2])C[C:1]([C:1]#N)=CC23C1)OCO4,C1C([*])CN2C13C=C([*])CC3([*])c1c(cc3c(c1)OCO3)CC2,CN(C)*|N#C*|*C,4.333067893981934
N#[C:0][C:0]1=CC23C[CH:2]([NH2:2])CN2CCc2cc4c(cc2C3C1)O[CH:1]([N:1]1CCN(c2cccc(Cl)c2)CC1)O4,C1([*])=CC23N(CCc4cc5c(cc4C2C1)OC([*])O5)CC([*])C3,*C#N|c1c(Cl)cccc1N1CCN(*)CC1|N*,16.850656509399414
C[CH2:1][CH:1]1Cc2cc3c(cc2C2C[C:2]([C:2]#N)=CC24CC[CH:0]([CH2:0]Cl)N41)OCO3,c12cc3c(cc1OCO2)C1C2(CCC([*])N2C([*])C3)C=C([*])C1,*CCl|C(*)C|*C#N,9.148197174072266
COCC[NH:2][CH:2]1CCC23C=[C:1]([C:1]#N)CC2c2cc4c(cc2[CH:0]([c:0]2cc(OC)c(OC)c(OC)c2)CN31)OCO4,[*]C1c2cc3c(cc2C2CC([*])=CC24N(C([*])CC4)C1)OCO3,O(C)c1c(OC)c(OC)cc(*)c1|N#C*|C(N*)COC,17.827749252319336
N#[C:2][C:2]1=CC23CC[CH:1]([CH3:1])N2CCc2c(cc4c([c:0]2[CH2:0]C=CC(=O)NCc2ccc(S(N)(=O)=O)cc2)OCO4)C3C1,c12c(cc3c(c1[*])CCN1C4(CCC1[*])C3CC([*])=C4)OCO2,O=C(NCc1ccc(S(=O)(N)=O)cc1)C=CC*|*C|*C#N,28.716121673583984
CC(=O)[CH2:2][CH:2]1CCC23C=[C:1]([C:1]#N)CC2c2c(cc4c([c:0]2-[c:0]2ccccc2)OCO4)CCN31,C1Cc2cc3c(c([*])c2C2CC([*])=CC24CCC([*])N14)OCO3,*c1ccccc1|C(*)#N|C(C*)(C)=O,15.405606269836426
CC[NH:0][CH:0]1CCC23C=[C:1]([C:1]#N)C[C:2]2([CH3:2])c2cc4c(cc2CCN13)OCO4,c12cc3c(cc1CCN1C([*])CCC14C=C([*])CC24[*])OCO3,N(CC)*|*C#N|*C,8.863485336303711
COc1cc[c:2]([CH:2]2C3c4cc5c(cc4CCN4[CH:0]([CH3:0])CCC34C=[C:1]2[C:1]#CCO)OCO5)cc1,c12c(cc3c(c1)C1C4(N(C([*])CC4)CC3)C=C([*])C1[*])OCO2,C*|C(CO)#C*|c1cc(*)ccc1OC,19.269136428833008
CN[C:0](=O)[C:0]1=CC23CC[CH:1]([c:1]4cnc[nH]4)N2CCc2cc4c(cc2C3C1)O[CH:2]([CH2:2]Cl)O4,C1=C([*])CC2C13N(C([*])CC3)CCc1c2cc2c(c1)OC([*])O2,*C(NC)=O|c1nc[nH]c1*|ClC*,26.159374237060547
C[CH2:2][CH:2]1c2cc3c(cc2C2C[C:0]([C:0]#N)=CC24CCCN4[CH:1]1[CH3:1])OCO3,C1([*])=CC23CCCN2C([*])C([*])c2cc4c(cc2C3C1)OCO4,*C#N|*C|*CC,6.930624961853027
[CH3:0][c:0]1c2c(cc3c1OCO3)C1C[C:2]([C:2]#N)=CC13CCCN3[CH:1]([NH2:1])C2,c12cc3c(c([*])c1CC([*])N1CCCC14C=C([*])CC24)OCO3,*C|N*|C(*)#N,4.888277530670166
CCOC(=O)[CH2:1][CH:1]1Cc2cc3c([c:0](-[c:0]4c(OC)ccc(O)c4O)c2C2C[C:2]([C:2]#N)=CC24CCCN41)OCO3,O1COc2c([*])c3c(cc21)CC([*])N1CCCC12C=C([*])CC23,*c1c(O)c(O)ccc1OC|*CC(OCC)=O|N#C*,22.55376625061035
COC(=O)[CH2:0][C:0]12C[C:1]([C:1]#N)=CC13CCCN3[CH:2]([NH:2]C)Cc1cc3c(cc12)OCO3,c12cc3c(cc1OCO2)C1([*])CC([*])=CC12CCCN2C([*])C3,COC(C*)=O|N#C*|*NC,10.695055961608887
COc1cc[c:1]([CH:1]2C3c4cc5c(cc4C[CH:0]([CH2:0]Cl)N4CCCC34C=[C:2]2[C:2]#N)OCO5)cc1OC,C123N(CCC1)C([*])Cc1cc4c(cc1C2C([*])C([*])=C3)OCO4,C(*)Cl|c1c(OC)c(OC)ccc1*|*C#N,14.393050193786621
CC[C:0](O)(CC)[CH:0]1Oc2cc3c(cc2O1)C1C[C:2]([C:2]#N)=CC12CCCN2[CH:1]([CH3:1])C3,c12cc3c(cc1OC([*])O2)CC([*])N1C2(C3CC([*])=C2)CCC1,OC(CC)(*)CC|*C|C(*)#N,11.53986930847168
[CH3:0][c:0]1c2c(cc3c1[CH:2]([CH2:2]Cl)CN1CCCC14C=[C:1]([C:1]#N)CC34)OCO2,C1Oc2c([*])c3c(cc2O1)C1CC([*])=CC12N(CC3[*])CCC2,*C|C(#N)*|*CCl,5.551319599151611
CON=Cc1cc[c:2](-[c:2]2c3c(cc4c2C2C[C:0]([C:0]#N)=CC25CCCN5C[CH:1]4[CH3:1])OCO3)cc1,C1C([*])=CC23N(CCC2)CC([*])c2c(c([*])c4c(c2)OCO4)C13,*C#N|C*|N(OC)=Cc1ccc(*)cc1,17.30599021911621
COc1c[c:0]([CH:0]2C3c4cc5c(cc4[CH:2]([c:2]4cc(OC)c(O)c(OC)c4)CN4CCCC34C=[C:1]2[C:1]#N)OCO5)cc(OC)c1O,C123C(C([*])C([*])=C1)c1c(cc4c(c1)OCO4)C([*])CN2CCC3,c1(*)cc(OC)c(O)c(OC)c1|*C#N|c1(OC)c(O)c(OC)cc(*)c1,12.713114738464355
C[C:1](C)(O)[CH:1]1Oc2cc3c(cc2O1)C1C[C:2]([C:2]#N)=CC12CCCN2C[CH:0]3[c:0]1ccc(O)cc1,C12C3(N(CC([*])c4cc5c(cc41)OC([*])O5)CCC3)C=C([*])C2,c1c(*)ccc(O)c1|OC(*)(C)C|*C#N,11.013319969177246
CCO[C:2](=O)[C:2]1=CC23CCCN2CCc2c([c:0]([CH3:0])c4c([c:1]2[CH3:1])OCO4)C3C1,c12c([*])c3c(c([*])c1CCN1CCCC14C2CC([*])=C4)OCO3,*C|C*|C(C)OC(=O)*,7.42537260055542
CC(C)(C)CC(C)(C)C[CH2:1][c:1]1c2c(cc3c1OCO3)[C:0]1([CH3:0])C[C:2]([C:2]#N)=CC13CCCN3CC2,N12CCCC13C([*])(c1c(c([*])c4c(c1)OCO4)CC2)CC([*])=C3,C*|*CCC(CC(C)(C)C)(C)C|*C#N,12.526313781738281
CN(C)C(=O)c1c([NH:2][CH:2]2Oc3cc4c([c:0]([CH2:0]Br)c3O2)CCN2CCCC23C=[C:1]([C:1]#N)CC43)cnn1C1CC(N)C(O)C(CO)O1,c1([*])c2c(cc3c1CCN1CCCC14C3CC([*])=C4)OC([*])O2,*CBr|*C#N|NC1C(O)C(CO)OC(n2ncc(N*)c2C(N(C)C)=O)C1,39.58830261230469
N#[C:0][C:0]1=CC23CCCN2CCc2cc4c([c:2]([CH3:2])c2[C:1]3([CH3:1])C1)OCO4,C1=C([*])CC2([*])c3c(cc4c(c3[*])OCO4)CCN3C12CCC3,N#C*|C*|C*,3.438612699508667
COc1cc([CH2:1][c:1]2c3c(cc4c2C2C5(C=[C:0]([C:0]#N)[CH:2]2[CH3:2])CCCN5CC4)OCO3)cc2c1OCO2,[*]C1=CC23N(CCc4c(c([*])c5c(c4)OCO5)C2C1[*])CCC3,*C#N|COc1cc(C*)cc2c1OCO2|*C,11.350146293640137
CC(=O)Nc1ccc([O:0][CH:0]2Oc3cc4c([c:1]([CH3:1])c3O2)C2C[C:2]([C:2](N)=O)=CC23CCCN3CC4)cc1,[*]C1Oc2c(cc3c(c2[*])C2C4(N(CCC4)CC3)C=C([*])C2)O1,c1(NC(C)=O)ccc(O*)cc1|C*|O=C(N)*,21.611804962158203
N#[C:0][C:0]1=CC23CCCN2CCc2cc4c(cc2[C:2]3([CH3:2])[CH:1]1[CH3:1])OCO4,C1CN2C3(C=C([*])C([*])C3([*])c3c1cc1c(c3)OCO1)CCC2,*C#N|*C|C*,3.781308650970459
CC(C)OC(=O)CC[CH2:1][C:1]12C[C:0]([C:0]#N)=CC13CCCN3CCc1cc3c(cc12)O[CH:2]([CH3:2])O3,[*]C1=CC23N(CCc4cc5c(cc4C2([*])C1)OC([*])O5)CCC3,C(*)#N|C(C)(OC(CCC*)=O)C|C*,28.636083602905273
N#[C:0][C:0]1=CC23CCCN2CCc2cc4c(cc2C3[CH:1]1[CH3:1])O[CH:2]([CH3:2])O4,O1c2c(cc3c(c2)C2C4(CCCN4CC3)C=C([*])C2[*])OC1[*],C(#N)*|*C|C*,6.77628755569458
CO[C:0](=O)[C:0]1=CCC2c3cc4c(cc3CCN3C[CH:1]([CH3:1])[CH:2]([CH2:2]Br)C123)OCO4,C1=C([*])C23N(CC([*])C2[*])CCc2cc4c(cc2C3C1)OCO4,O(C)C(*)=O|*C|C(Br)*,12.076762199401855
N#[C:0][C:0]1=CCC2c3cc4c(cc3C[CH:1]([CH3:1])N3CC[CH:2]([CH3:2])C123)OCO4,[*]C1=CCC2c3cc4c(cc3CC([*])N3CCC([*])C231)OCO4,N#C*|C*|C*,3.6915957927703857
N#[C:2][C:2]1=CCC2c3cc4c(cc3[CH:0]([CH2:0]Cl)CN3CC[CH:1]([CH3:1])C231)OCO4,c12cc3c(cc1OCO2)C([*])CN1C2(C([*])CC1)C3CC=C2[*],*CCl|*C|C(*)#N,7.679196834564209
[CH3:0][c:0]1c2c(cc3c1OCO3)C1CC=[C:1]([CH2:1]Cl)C13N(CC2)CC[CH:2]3[CH2:2]C,c1([*])c2c(cc3c1CCN1C4(C3CC=C4[*])C([*])CC1)OCO2,C*|C(*)Cl|*CC,11.412341117858887
COc1cc([CH2:0][C:0]23CC=[C:1]([C:1]#N)C24N(CCc2cc5c(cc23)OCO5)CC[CH:2]4[CH2:2]CCl)ccc1O,[*]C12CC=C([*])C13N(CCC3[*])CCc1cc3c(cc12)OCO3,c1(C*)ccc(O)c(OC)c1|C(#N)*|C(*)CCl,16.114912033081055
CO[C:0](=O)[C:0]1=C[CH:1]([c:1]2cccc(OC)c2)C2c3cc4c(cc3CCN3CC[CH:2]([CH2:2]Cl)C123)OCO4,O1c2c(cc3c(c2)C2C4(C([*])=CC2[*])N(CCC4[*])CC3)OC1,C(*)(=O)OC|O(c1cc(*)ccc1)C|C(Cl)*,20.312728881835938
C[NH:0][CH:0]1CCN2CCc3cc4c(cc3C3CC=[C:2]([c:2]5ccc(Cl)cc5)C132)O[CH:1]([C:1](F)(F)F)O4,N12CCC([*])C13C(c1cc4c(cc1CC2)OC([*])O4)CC=C3[*],CN*|C(*)(F)(F)F|c1cc(Cl)ccc1*,16.426021575927734
COc1cc[c:1]([CH:1]2CC34[C:0]([C:0]#N)=CCC3c3cc5c(cc3CCN4[CH:2]2[NH:2]C)OCO5)cc1,O1COc2cc3c(cc21)C1C2(C([*])=CC1)CC([*])C([*])N2CC3,N#C*|COc1ccc(*)cc1|N(C)*,9.711459159851074
CO[CH2:1][CH:1]1Cc2cc3c(cc2C2CC=[C:2]([C:2]#N)C24C[CH:0]([CH2:0]CCl)CN41)OCO3,O1c2cc3c(cc2OC1)C1C2(N(CC([*])C2)C([*])C3)C([*])=CC1,C(C*)Cl|O(C)C*|*C#N,14.628783226013184
[CH3:0][CH:0]1CN2C[CH:1]([CH2:1]C)CC23C(CC=[C:2]3[c:2]2ccc([N+](=O)[O-])cc2)c2cc3c(cc21)OCO3,c12cc3c(cc1C([*])CN1C4(CC([*])C1)C2CC=C4[*])OCO3,*C|C(*)C|*c1ccc([N+](=O)[O-])cc1,10.43042278289795
C=CCNN[C:2](=O)[C:2]1=CCC2c3cc4c([c:0]([CH3:0])c3CCN3C[CH:1]([CH3:1])CC231)OCO4,c12c(c([*])c3c(c1)C1C4(N(CC3)CC([*])C4)C([*])=CC1)OCO2,*C|*C|C(NNC(=O)*)C=C,18.357942581176758
[CH3:0][c:0]1c2c(cc3c1C1CC=[C:1]([C:1]#N)C14C[CH:2]([CH3:2])CN4CC3)OCO2,c12cc3c(c([*])c1C1CC=C([*])C14N(CC2)CC([*])C4)OCO3,*C|*C#N|C*,3.9045276641845703
CO[C:1](=O)[C:1]1=CC[C:0]2([CH2:0]C=C(C)CCC=C(C)C)c3cc4c(cc3CCN3C[CH:2]([CH3:2])CC321)OCO4,C1Cc2cc3c(cc2C2([*])CC=C([*])C24CC([*])CN14)OCO3,C(C(=CC*)C)CC=C(C)C|COC(=O)*|C*,15.229934692382812
