SMILES,Scaffold,R-groups,NLL
C1=CC23CCCN2CCc2c(cc4c([c:1]2[NH2:1])OCO4)C3[CH:0]1[c:0]1ccc2c(c1)OCO2,N12CCCC13C(C([*])C=C3)c1cc3c(c([*])c1CC2)OCO3,c1cc2c(cc1*)OCO2|N*,13.682241439819336
C[CH2:0][C:0]12CC=CC13CCCN3CCc1cc3c([c:1]([CH3:1])c12)OCO3,N12C3(C([*])(CC=C3)c3c(cc4c(c3[*])OCO4)CC1)CCC2,*CC|C*,3.503117799758911
[NH2:0][c:0]1c2c(cc3c1C1CC=CC14CCCN4CC3)O[CH:1]([NH2:1])O2,N12CCCC13C=CCC3c1c(cc3c(c1[*])OC([*])O3)CC2,*N|*N,5.7182159423828125
CC(=O)NCCC1(C)c2cc[c:0]([C:0]34c5cc6c(cc5CCN5CCCC53C=C[CH:1]4[CH3:1])OCO6)c(O)c21,C1CN2C3(C([*])(c4cc5c(cc41)OCO5)C([*])C=C3)CCC2,c1cc2c(c(O)c1*)C2(C)CCNC(=O)C|*C,29.73668098449707
C[CH2:0][C:0]12CC=CC13CCCN3CCc1cc3c(cc12)O[CH:1]([NH:1]C1=CC[N+](C)(C)CC1)O3,c1c2c(cc3c1CCN1CCCC14C3([*])CC=C4)OC([*])O2,C(C)*|C1CC(N*)=CC[N+]1(C)C,22.229944229125977
COc1ccc2cc[c:0]([CH:0]3C=CC45CCCN4CCc4cc6c(cc4C35)O[CH:1]([NH:1]CCCCN)O6)cc2c1,C12C3(C=CC1[*])N(CCC3)CCc1cc3c(cc12)OC([*])O3,COc1ccc2c(cc(*)cc2)c1|*NCCCCN,22.69999122619629
C[NH:0][C:0]1=[C:1]([C:1]#N)CC2c3cc4c(cc3CCN3CCCC123)OCO4,C1N2CCc3c(cc4c(c3)OCO4)C3C2(CC1)C([*])=C([*])C3,N(C)*|*C#N,7.5044355392456055
C[CH:0](C)[CH:0]1CCN2CCc3cc4c(cc3C3C[C:1]([C:1]#N)=CC312)OCO4,C1C([*])C23N(CCc4cc5c(cc4C2CC([*])=C3)OCO5)C1,*C(C)C|*C#N,5.890142917633057
CO[C:1](=O)[C:1]1=CC23C[CH:0]([N:0](C)C)CN2CCc2cc4c(cc2C3C1)OCO4,C123CC([*])CN1CCc1cc4c(cc1C2CC([*])=C3)OCO4,N(C)(*)C|O(C)C(*)=O,12.72553539276123
N#[C:1][C:1]1=CC23CC[CH:0]([CH2:0]C=O)N2CCc2cc4c(cc2C3C1)OCO4,c12cc3c(cc1CCN1C([*])CCC14C=C([*])CC24)OCO3,O=CC*|N#C*,8.527932167053223
C[CH2:1][CH:1]1Cc2cc3c(cc2C2C[C:0]([C:0]#N)=CC24CCCN41)OCO3,C1CN2C3(C=C([*])CC3c3c(cc4c(c3)OCO4)CC2[*])C1,*C#N|CC*,4.858428001403809
N#[C:0][C:0]1=CC23CCCN2C[CH:1]([CH3:1])c2cc4c(cc2C3C1)OCO4,C1=C([*])CC2c3c(cc4c(c3)OCO4)C([*])CN3CCCC123,N#C*|*C,2.5317816734313965
N#[C:1][C:1]1=CC23CCCN2CCc2c(cc4c([c:0]2[NH2:0])OCO4)C3C1,C1Cc2c(cc3c(c2[*])OCO3)C2CC([*])=CC23CCCN13,N*|C(*)#N,3.553501844406128
CC[CH2:1][C:1]12C[C:0]([C:0]#N)=CC13CCCN3CCc1cc3c(cc12)OCO3,C123C=C([*])CC1([*])c1c(cc4c(c1)OCO4)CCN2CCC3,*C#N|C(C)C*,5.912970542907715
[CH3:0][CH:0]1C2c3cc4c(cc3CCN3CCCC23C=[C:1]1[C:1]#N)OCO4,C1Oc2c(cc3c(c2)CCN2CCCC24C3C([*])C([*])=C4)O1,*C|*C#N,3.8054161071777344
CCCC[O:0][CH:0]1Oc2cc3c(cc2O1)C1C[C:1]([C:1]#N)=CC12CCCN2CC3,c1c2c(cc3c1OC([*])O3)C1C3(CCCN3CC2)C=C([*])C1,C(CCC)O*|*C#N,6.749152660369873
COC(=O)[CH:1](CON=C(N)N)[C:1]1=CCC2c3cc4c(cc3CCN3CC[CH:0]([NH2:0])C231)OCO4,[*]C1C23N(CC1)CCc1cc4c(cc1C2CC=C3[*])OCO4,*N|O=C(C(CON=C(N)N)*)OC,22.039363861083984
N#[C:0][C:0]1=CCC2c3cc4c(cc3CCN3C12CC[CH:1]3[N:1]1CCN(CCO)CC1)OCO4,c1c2c(cc3c1CCN1C4(C([*])=CCC34)CCC1[*])OCO2,*C#N|C(CO)N1CCN(*)CC1,14.722738265991211
[NH2:0][CH:0]1Cc2cc3c(cc2C2CC=[C:1]([CH2:1]C(=O)O)C24CCCN14)OCO3,c12c(cc3c(c1)CC([*])N1C4(C([*])=CCC43)CCC1)OCO2,*N|OC(C*)=O,9.610687255859375
C[CH2:0][CH:0]1CN2CCCC23C(CC=[C:1]3[C:1]#N)c2cc3c(cc21)OCO3,C1N2CC([*])c3c(cc4c(c3)OCO4)C3CC=C([*])C23CC1,C(*)C|N#C*,7.910043716430664
[CH3:0][c:0]1c2c(cc3c1OCO3)C1CC=[C:1]([C:1]#N)C13CCCN3CC2,c12c(cc3c(c1[*])OCO3)C1C3(CCCN3CC2)C([*])=CC1,*C|C(#N)*,4.598123073577881
CCC[CH2:1][C:1]12CC=[C:0]([C:0]#N)C13CCCN3CCc1cc3c(cc12)OCO3,C1=C([*])C23C([*])(C1)c1cc4c(cc1CCN2CCC3)OCO4,*C#N|C(C)CC*,8.75993824005127
N#[C:1][C:1]1=C[CH:0]([c:0]2ccccc2)C2c3cc4c(cc3CCN3CCCC231)OCO4,C1CC23N(C1)CCc1c(cc4c(c1)OCO4)C2C([*])C=C3[*],c1cc(*)ccc1|C(*)#N,7.817066192626953
N#CCC[CH2:0][CH:0]1Oc2cc3c(cc2O1)C1CC=[C:1]([C:1]#N)C12CCCN2CC3,C1CCC23C(c4cc5c(cc4CCN12)OC([*])O5)CC=C3[*],C(CC*)C#N|C(*)#N,15.693188667297363
COc1cc(OC)c(OC)cc1[CH2:0][CH:0]1CN2CCc3cc4c(cc3C3CC=CC32[CH:1]1[NH:1]C)OCO4,C1=CC23N(CCc4c(cc5c(c4)OCO5)C2C1)CC([*])C3[*],c1(C*)c(OC)cc(OC)c(OC)c1|N(*)C,16.897768020629883
[CH3:0][CH:0]1C[CH:1]([N:1]2CCN(c3ccc(F)cc3)CC2)C23C=CCC2c2cc4c(cc2CCN13)OCO4,C12CC=CC13N(CCc1c2cc2c(c1)OCO2)C([*])CC3[*],*C|C1CN(*)CCN1c1ccc(F)cc1,16.567487716674805
COc1cc[c:0]([CH:0]2CCN3C24C=CCC4c2cc4c(cc2C[CH:1]3[CH3:1])OCO4)cc1O,c12c(cc3c(c1)OCO3)C1C3(N(CCC3[*])C([*])C2)C=CC1,c1(*)cc(O)c(OC)cc1|C*,10.84105110168457
C[CH2:0][CH:0]1CN2CC[CH:1]([CH3:1])C23C=CCC3c2cc3c(cc21)OCO3,C1([*])CN2C3(C(CC=C3)c3cc4c(cc31)OCO4)C([*])CC2,*CC|*C,2.90153169631958
C=CC[NH:1][c:1]1c2c(cc3c1OCO3)C1CC=CC13[CH:0]([c:0]1cccc(OC)c1O)CCN3CC2,C123N(CCC1[*])CCc1c([*])c4c(cc1C2CC=C3)OCO4,c1c(OC)c(O)c(*)cc1|C=CCN*,21.80536651611328
CC1(C)COC([CH2:0][c:0]2c3c(cc4c2C2CC=CC25N(CC4)CC[CH:1]5[CH3:1])OCO3)O1,c12c(cc3c(c1[*])OCO3)CCN1CCC([*])C13C=CCC23,CC1(C)COC(C*)O1|*C,16.508148193359375
C[N:0](C)[CH:0]1CCN2CCc3cc4c(cc3[C:1]3([CH2:1]C)CC=CC123)OCO4,C1C([*])C23N(CCc4c(cc5c(c4)OCO5)C2([*])CC=C3)C1,N(*)(C)C|CC*,9.69637393951416
C[CH:0](C)[CH:0]1C=CC23C1c1cc4c(cc1CCN2CC[CH:1]3[CH3:1])OCO4,C1CN2CCc3c(cc4c(c3)OCO4)C3C2(C=CC3[*])C1[*],C(C)(C)*|C*,7.882781028747559
C[CH2:0][CH:0]1CCN2CCc3cc4c(cc3C3CC=CC132)O[CH:1]([NH:1]C)O4,[*]C1CCN2CCc3cc4c(cc3C3CC=CC132)OC([*])O4,C(*)C|N(C)*,8.061643600463867
[CH3:0][CH:0]1Cc2cc3c(cc2C2CC=CC24C[CH:1]([CH3:1])CN14)OCO3,C1C([*])N2CC([*])CC23C=CCC3c2cc3c(cc21)OCO3,*C|*C,2.674131155014038
C=CCOc1ccc(NC(=O)[NH:1][CH:1]2CN3C[CH:0]([CH2:0]CCl)c4cc5c(cc4C4CC=CC43C2)OCO5)cc1,c1c2c(cc3c1OCO3)C1C3(N(CC2[*])CC([*])C3)C=CC1,C(CCl)*|N(*)C(Nc1ccc(OCC=C)cc1)=O,24.670778274536133
C[CH2:0][CH:0]1CN2CCc3c(cc4c([c:1]3[CH3:1])OCO4)C3CC=CC32C1,C1N2CC([*])CC23C(CC=C3)c2c(c([*])c3c(c2)OCO3)C1,C(C)*|C*,5.9625983238220215
[CH3:0][CH:0]1CN2CCc3cc4c([c:1]([CH3:1])c3C3CC=CC32C1)OCO4,[*]C1CN2CCc3cc4c(c([*])c3C3CC=CC23C1)OCO4,C*|C*,2.1417124271392822
C[CH2:0][CH:0]1C=CC23C[CH:1]([CH3:1])CN2CCc2cc4c(cc2C13)OCO4,C1CN2C3(C(C([*])C=C3)c3cc4c(cc31)OCO4)CC([*])C2,C(C)*|C*,4.893248081207275
[CH3:0][CH:0]1CN2CCc3cc4c(cc3C3CC=CC32C1)O[CH:1]([N:1]1CCCC1)O4,C123CC([*])CN1CCc1c(cc4c(c1)OC([*])O4)C2CC=C3,*C|N1(*)CCCC1,9.170856475830078
C1=CC23CC[CH:0]([c:0]4nc5cnccc5[nH]4)N2C[CH:1]([CH3:1])c2cc4c(cc2C3C1)OCO4,[*]C1N2CC([*])c3cc4c(cc3C3CC=CC23CC1)OCO4,c12cnccc1[nH]c(*)n2|*C,18.57303237915039
[CH3:0][CH:0]1CCC23C=CCC2c2cc4c([c:1]([N:1]5CCOCC5)c2CCN13)OCO4,C1C([*])N2CCc3c([*])c4c(cc3C3CC=CC32C1)OCO4,*C|O1CCN(*)CC1,11.959393501281738
CC(C)=C[CH2:0][C:0]12CC=CC13CC[CH:1]([CH3:1])N3CCc1cc3c(cc12)OCO3,C1CC23N(CCc4c(cc5c(c4)OCO5)C2([*])CC=C3)C1[*],C(C)(C)=CC*|C*,7.3624091148376465
C[CH2:1][CH:1]1CCC23C=CCC2c2cc4c(cc2CCN31)O[CH:0]([CH2:0]C(=O)O)O4,[*]C1Oc2c(cc3c(c2)C2CC=CC24N(CC3)C([*])CC4)O1,C(O)(C*)=O|*CC,11.19637680053711
COC1CC([CH2:1][CH:1]2c3cc4c(cc3C3CC=CC35CCCN5[CH:0]2[CH3:0])OCO4)O1,[*]C1C([*])c2c(cc3c(c2)OCO3)C2CC=CC23CCCN31,C*|COC1OC(C*)C1,16.73920249938965
C[CH2:0][C:0]12CC=CC13CCCN3[CH:1]([CH2:1]C)Cc1cc3c(cc12)OCO3,c12c(cc3c(c1)C1([*])CC=CC14N(C([*])C3)CCC4)OCO2,CC*|CC*,5.83009672164917
Cc1cc2c3cc4c(c-3cccc2[nH]1)C(=O)[N:0]([CH:0]1Cc2cc3c(cc2C2C5(C=C[CH:1]2[CH2:1]C)CCCN15)OCO3)C4=O,[*]C1Cc2c(cc3c(c2)OCO3)C2C([*])C=CC23CCCN13,O=C1N(*)C(=O)c2c3cccc4[nH]c(C)cc4c3cc21|*CC,21.562435150146484
C=C[CH2:1][CH:1]1Oc2cc3c(cc2O1)C1CC=CC12CCCN2[CH:0]([C:0]1=NC(C)(C)NC(C)(C)C1)C3,O1c2c(cc3c(c2)CC([*])N2CCCC24C=CCC34)OC1[*],C1C(C)(C)NC(C)(C)N=C1*|C(C=C)*,21.750328063964844
[CH3:0][c:0]1c2c(cc3c1[CH:1]([CH3:1])CN1CCCC14C=CCC34)OCO2,O1c2cc3c(c([*])c2OC1)C([*])CN1CCCC12C=CCC32,*C|C*,2.9456465244293213
COc1cc[c:0](-[c:0]2c3c(cc4c2C2CC=CC25CCCN5C[CH:1]4[c:1]2ccc(O)c(OC)c2)OCO3)cc1,N12CCCC13C=CCC3c1c(cc3c(c1[*])OCO3)C([*])C2,*c1ccc(OC)cc1|Oc1c(OC)cc(*)cc1,12.978961944580078
C=C[CH2:1][C:1]12CC=CC13CCCN3C[CH:0]([NH2:0])c1cc3c(cc12)OCO3,[*]C1c2cc3c(cc2C2([*])C4(CCCN4C1)C=CC2)OCO3,*N|C(C*)=C,6.465456485748291
[CH3:0][CH:0]1CN2CCCC23C=C[CH:1]([CH2:1]C)C3c2cc3c(cc21)OCO3,O1c2cc3c(cc2OC1)C([*])CN1C2(CCC1)C3C([*])C=C2,*C|C(*)C,4.703920841217041
[CH3:0][CH:0]1CN2CCCC23C=CCC3c2cc3c(cc21)O[CH:1]([NH:1]CCC1CO1)O3,C1N2CC([*])c3cc4c(cc3C3CC=CC23CC1)OC([*])O4,*C|O1CC1CCN*,16.008987426757812
CC(=O)NCC(=O)C[CH2:1][c:1]1c2c([c:0]([CH3:0])c3c1OCO3)C1CC=CC13CCCN3CC2,[*]c1c2c(c([*])c3c1OCO3)CCN1CCCC13C=CCC23,*C|C(C(CNC(=O)C)=O)C*,19.59303855895996
C=C[CH2:1][C:1]12CC=CC13CCCN3CCc1c2cc2c([c:0]1[CH2:0]Cn1oc3ccccc3c1=O)OCO2,C1Oc2c(cc3c(c2[*])CCN2C4(C=CCC34[*])CCC2)O1,c1cccc2c1C(=O)N(CC*)O2|C(C=C)*,22.692840576171875
[CH3:0][CH:0]1C=CC23CCCN2CCc2c(cc4c([c:1]2[NH2:1])OCO4)C13,N12CCCC13C(C([*])C=C3)c1cc3c(c([*])c1CC2)OCO3,C*|N*,5.0113043785095215
[CH3:0][c:0]1c2c(cc3c1O[CH:1]([NH:1]c1ccc(CNCC(=O)NCCO)cc1)O3)C1CC=CC13CCCN3CC2,C123C=CCC1c1cc4c(c([*])c1CCN2CCC3)OC([*])O4,*C|c1(N*)ccc(CNCC(NCCO)=O)cc1,20.511516571044922
C[CH2:0][C:0]12CC=CC13CCCN3CCc1cc3c([c:1]([N:1]4C(=O)c5ccccc5C4=O)c12)OCO3,N12C3(C([*])(CC=C3)c3c(cc4c(c3[*])OCO4)CC1)CCC2,CC*|O=C1N(*)C(=O)c2ccccc21,13.429537773132324
COc1cc(O)cc(O)c1[CH2:0][CH:0]1C=CC23CCCN2CCc2cc4c([c:1](-[c:1]5cc6cccc(OC)c6[nH]5)c2C13)OCO4,[*]C1C=CC23C1c1c(cc4c(c1[*])OCO4)CCN2CCC3,COc1c(C*)c(O)cc(O)c1|*c1[nH]c2c(cccc2OC)c1,30.128353118896484
CCN(CC)CCNC(=O)CCCC[NH:1][CH:1]1Oc2cc3c([c:0]([CH3:0])c2O1)C1CC=CC12CCCN2CC3,N12CCCC13C=CCC3c1c(cc3c(c1[*])OC([*])O3)CC2,C*|C(N(CCNC(CCCCN*)=O)CC)C,23.836530685424805
[CH3:0][C:0]12c3cc4c(cc3CCN3CCCC31C=C[CH:1]2[CH2:1]C)OCO4,C1CN2C3(C([*])(c4cc5c(cc41)OCO5)C([*])C=C3)CCC2,*C|CC*,5.627832889556885
C[NH:1][CH:1]1Oc2cc3c(cc2O1)[C:0]1([c:0]2ccccc2)CC=CC12CCCN2CC3,c1c2c(cc3c1CCN1CCCC14C3([*])CC=C4)OC([*])O2,c1cc(*)ccc1|N(*)C,7.450033187866211
COC(=O)[CH2:0][CH:0]1C=CC23CCCN2CCc2cc4c(cc2C13)O[CH:1]([C:1](C)(C)O)O4,C12C3(C=CC1[*])N(CCC3)CCc1cc3c(cc12)OC([*])O3,C(C*)(OC)=O|*C(O)(C)C,12.68305778503418
N#[C:0][C:0]1=[C:1]([C:1](=O)O)CC2c3cc4c(cc3CCN3CCCC123)OCO4,C1N2CCc3c(cc4c(c3)OCO4)C3C2(CC1)C([*])=C([*])C3,*C#N|OC(*)=O,7.651511192321777
CC(C)C(=O)NNC(=O)C1CCNC(=O)[N:1]1[C:1]1=CC23[CH:0]([CH3:0])CCN2CCc2cc4c(cc2C3C1)OCO4,C1C([*])C23N(CCc4cc5c(cc4C2CC([*])=C3)OCO5)C1,C*|CC(C(NNC(C1N(*)C(=O)NCC1)=O)=O)C,32.540096282958984
[CH3:0][CH:0]1CN2CCc3cc4c(cc3C3C[C:1]([C:1](=O)O)=CC32C1)OCO4,C123CC([*])CN1CCc1cc4c(cc1C2CC([*])=C3)OCO4,C*|OC(=O)*,7.660309791564941
C[NH:0][CH:0]1CCC23C=[C:1]([C:1]#N)CC2c2cc4c(cc2CCN13)OCO4,c12cc3c(cc1CCN1C([*])CCC14C=C([*])CC24)OCO3,N(C)*|C(#N)*,7.962069034576416
N#[C:0][C:0]1=CC23CCCN2C[CH:1]([NH2:1])c2cc4c(cc2C3C1)OCO4,C1=C([*])CC2c3c(cc4c(c3)OCO4)C([*])CN3CCCC123,N#C*|N*,6.243466854095459
CCO[C:1](=O)[C:1]1=CC23CCCN2CCc2cc4c([c:0]([CH3:0])c2C3C1)OCO4,C12c3c([*])c4c(cc3CCN3CCCC13C=C([*])C2)OCO4,*C|CCOC(*)=O,8.629973411560059
CO[C:1](=O)[C:1]1=CC23CCCN2CCc2cc4c(cc2C3[CH:0]1[c:0]1cccc2ccc(C#N)cc12)OCO4,C1Oc2c(cc3c(c2)CCN2CCCC24C3C([*])C([*])=C4)O1,c1c(*)c2cc(C#N)ccc2cc1|O=C(*)OC,24.459476470947266
C[CH:0](O)[CH:0]1Oc2cc3c(cc2O1)C1C[C:1]([C:1]#N)=CC12CCCN2CC3,c1c2c(cc3c1OC([*])O3)C1C3(CCCN3CC2)C=C([*])C1,CC(*)O|C(#N)*,6.401152610778809
CON=C[CH2:1][C:1]1=CCC2c3cc4c(cc3CCN3CC[CH:0]([CH2:0]C=O)C231)OCO4,[*]C1C23N(CC1)CCc1cc4c(cc1C2CC=C3[*])OCO4,C(*)C=O|CON=CC*,13.835387229919434
O=[N+]([O-])c1ccc[c:0]([C:0]2=CCC3c4cc5c(cc4CCN4C[CH:1]([CH3:1])CC234)OCO5)c1,C1C=C([*])C23C1c1cc4c(cc1CCN2CC([*])C3)OCO4,c1([N+](=O)[O-])cccc(*)c1|C*,11.981233596801758
CN(C)C[CH2:0][CH:0]1CN2CCCC23C(CC=[C:1]3[C:1]#N)c2cc3c(cc21)OCO3,C1N2CC([*])c3c(cc4c(c3)OCO4)C3CC=C([*])C23CC1,N(C)(C)CC*|*C#N,15.242962837219238
N#[C:1][C:1]1=CCC2c3cc4c([c:0]([NH2:0])c3CCN3CCCC231)OCO4,c12c(cc3c(c1[*])OCO3)C1C3(CCCN3CC2)C([*])=CC1,N*|*C#N,2.663952350616455
COc1c[c:0]([CH:0]2C=[C:1]([C:1]#N)C34CCCN3CCc3cc5c(cc3C24)OCO5)cc(Br)c1OC,C1CC23N(C1)CCc1c(cc4c(c1)OCO4)C2C([*])C=C3[*],O(c1cc(*)cc(Br)c1OC)C|C(*)#N,12.619527816772461
CC1=[C:1]([C:1]2=CCC3c4cc5c(cc4CCN4CCCC342)O[CH:0]([C:0](C)(C)O)O5)CCN(CC(=O)N=[N+]=[N-])C1,C1CCC23C(c4cc5c(cc4CCN12)OC([*])O5)CC=C3[*],C(C)(C)(*)O|CC1=C(*)CCN(CC(N=[N+]=[N-])=O)C1,37.18190002441406
[CH3:0][CH:0]1CN2CCc3cc4c(cc3C3CC=CC32[CH:1]1[CH2:1]Br)OCO4,C1=CC23N(CCc4c(cc5c(c4)OCO5)C2C1)CC([*])C3[*],*C|C(Br)*,8.04061222076416
C1=CC23C(C1)c1cc4c(cc1CCN2[CH:0]([c:0]1ccccc1)C[CH:1]3[c:1]1ccccc1)OCO4,C12CC=CC13N(CCc1c2cc2c(c1)OCO2)C([*])CC3[*],*c1ccccc1|c1(*)ccccc1,8.673283576965332
CC1(C)OC([CH2:0][CH:0]2CCN3C24C=CCC4c2cc4c(cc2C[CH:1]3[CH3:1])OCO4)=NC1=O,c12c(cc3c(c1)OCO3)C1C3(N(CCC3[*])C([*])C2)C=CC1,C1(C)(C)OC(C*)=NC1=O|C*,20.191286087036133
C[N:0](C)[CH:0]1CCN2CCc3c(cc4c([c:1]3[CH3:1])OCO4)C3CC=CC312,C123N(CCC1[*])CCc1c([*])c4c(cc1C2CC=C3)OCO4,CN(*)C|*C,5.832369804382324
COc1c[c:0](-[c:0]2c3c(cc4c2C2CC=CC25N(CC4)CC[CH:1]5[CH2:1]C)OCO3)ccc1O,c12c(cc3c(c1[*])OCO3)CCN1CCC([*])C13C=CCC23,*c1ccc(O)c(OC)c1|C(*)C,10.145166397094727
[CH3:0][CH:0]1CCN2CCc3cc4c(cc3[C:1]3([CH3:1])CC=CC123)OCO4,C1C([*])C23N(CCc4c(cc5c(c4)OCO5)C2([*])CC=C3)C1,*C|*C,2.7094717025756836
COc1cc(OC)c[c:0]([CH:0]2C=CC34C2c2cc5c(cc2CCN3CC[CH:1]4[CH2:1]CO)OCO5)c1,C1CN2CCc3c(cc4c(c3)OCO4)C3C2(C=CC3[*])C1[*],c1c(OC)cc(*)cc1OC|*CCO,16.316234588623047
[CH3:0][CH:0]1CCN2CCc3cc4c(cc3C3CC=CC132)O[CH:1]([N:1]1CCOCC1)O4,[*]C1CCN2CCc3cc4c(cc3C3CC=CC132)OC([*])O4,C*|*N1CCOCC1,8.232428550720215
[CH3:0][CH:0]1N2CCc3cc4c(cc3C3CC=CC32C[CH:1]1[CH2:1]CCl)OCO4,[*]C1N2C3(C(c4cc5c(cc4CC2)OCO5)CC=C3)CC1[*],C*|C(C*)Cl,6.136141300201416
[CH3:0][CH:0]1Cc2cc3c(cc2C2CC=CC24C[CH:1]([CH2:1]C)CN14)OCO3,C1C([*])N2CC([*])CC23C=CCC3c2cc3c(cc21)OCO3,C*|*CC,3.5210120677948
C[CH2:0][CH:0]1CN2C[CH:1]([CH3:1])CC23C=CCC3c2cc3c(cc21)OCO3,c1c2c(cc3c1OCO3)C1C3(N(CC2[*])CC([*])C3)C=CC1,C(C)*|C*,5.405683517456055
[CH3:0][CH:0]1CN2CCc3c(cc4c([c:1]3[CH:1]3CC5(C3)OCc3cc([N+](=O)[O-])ccc35)OCO4)C3CC=CC32C1,C1N2CC([*])CC23C(CC=C3)c2c(c([*])c3c(c2)OCO3)C1,*C|c1([N+](=O)[O-])ccc2c(c1)COC21CC(*)C1,24.29210662841797
C[CH2:0][CH:0]1C=CC23C[CH:1]([CH:1](C)C)CN2CCc2cc4c(cc2C13)OCO4,C1CN2C3(C(C([*])C=C3)c3cc4c(cc31)OCO4)CC([*])C2,CC*|*C(C)C,8.175893783569336
CCOC(=O)[CH2:1][CH:1]1Oc2cc3c(cc2O1)C1CC=CC12C[CH:0]([N:0](C)C)CN2CC3,C123CC([*])CN1CCc1c(cc4c(c1)OC([*])O4)C2CC=C3,CN(*)C|C(C*)(OCC)=O,14.41475772857666
Cl[CH2:0][CH:0]1Cc2cc3c(cc2C2CC=CC24CC[CH:1]([NH2:1])N14)OCO3,c1c2c(cc3c1C1C4(N(C([*])C3)C([*])CC4)C=CC1)OCO2,C(*)Cl|*N,8.460182189941406
CN1CCC2(CC1)NC(=O)c1c2c2c3ccccc3[nH]c2[c:1]([CH:1]2CN3[CH:0]([CH2:0]c4ccccc4)CCC34C=CCC4c3cc4c(cc32)OCO4)c1O,[*]C1N2CC([*])c3cc4c(cc3C3CC=CC23CC1)OCO4,C(*)c1ccccc1|[nH]1c2c(c3c(c(O)c2*)C(=O)NC33CCN(C)CC3)c2c1cccc2,36.99008560180664
[CH3:0][CH:0]1CCC23C=CCC2c2cc4c([c:1]([CH3:1])c2CCN13)OCO4,C1C([*])N2CCc3c([*])c4c(cc3C3CC=CC32C1)OCO4,*C|C*,2.5642757415771484
C1=CC23CC[CH:1]([CH3:1])N2CCc2cc4c([c:0]([N:0]5CCC5)c2C3C1)OCO4,N12CCc3c(c([*])c4c(c3)OCO4)C3C1(CCC2[*])C=CC3,C1CCN1*|*C,12.300152778625488
CC(C)=C[CH2:0][C:0]12CC=CC13CC[CH:1]([C:1](C)(C)C)N3CCc1cc3c(cc12)OCO3,C1CC23N(CCc4c(cc5c(c4)OCO5)C2([*])CC=C3)C1[*],CC(C)=CC*|CC(C)(C)*,6.8434672355651855
C[C:0](C)(CO)[CH:0]1Oc2cc3c(cc2O1)C1CC=CC12CC[CH:1]([CH2:1]C(=O)O)N2CC3,[*]C1Oc2c(cc3c(c2)C2CC=CC24N(CC3)C([*])CC4)O1,C(*)(CO)(C)C|O=C(O)C*,16.539026260375977
C[NH:0][CH:0]1N2CCCC23C=CCC3c2cc3c(cc2[CH:1]1[c:1]1ccc(F)c(C(F)(F)F)c1)OCO3,[*]C1C([*])c2c(cc3c(c2)OCO3)C2CC=CC23CCCN31,CN*|C(F)(F)(c1cc(*)ccc1F)F,20.60065269470215
C=C[CH2:1][CH:1]1Cc2cc3c(cc2[C:0]2([N:0](CC)CC)CC=CC24CCCN41)OCO3,c12c(cc3c(c1)C1([*])CC=CC14N(C([*])C3)CCC4)OCO2,CCN(*)CC|C(*)C=C,11.156655311584473
CC(=O)[CH:0](Br)[CH:0]1Cc2cc3c(cc2C2C4(C=C[CH:1]2[c:1]2ccc5c(c2)CCCN5C)CCCN14)OCO3,[*]C1Cc2c(cc3c(c2)OCO3)C2C([*])C=CC23CCCN13,*C(C(C)=O)Br|c1c2c(cc(*)c1)CCCN2C,29.163959503173828
C[CH2:1][CH:1]1Oc2cc3c(cc2O1)C1CC=CC12CCCN2[CH:0]([CH2:0]O)C3,O1c2c(cc3c(c2)CC([*])N2CCCC24C=CCC34)OC1[*],C(O)*|*CC,8.797662734985352
[CH3:0][c:0]1c2c(cc3c1[CH:1]([NH2:1])CN1CCCC14C=CCC34)OCO2,O1c2cc3c(c([*])c2OC1)C([*])CN1CCCC12C=CCC32,C*|N*,6.2205491065979
COc1cc[c:0](-[c:0]2c3c(cc4c2C2CC=CC25CCCN5C[CH:1]4[c:1]2ccc(OC)c(OC)c2)OCO3)cc1,N12CCCC13C=CCC3c1c(cc3c(c1[*])OCO3)C([*])C2,c1cc(*)ccc1OC|O(c1c(OC)cc(*)cc1)C,12.364439964294434
[CH3:0][CH:0]1CN2CCCC23C=CCC3c2cc3c(cc21)O[CH:1]([NH:1]CC(=O)Nc1ccccc1)O3,C1N2CC([*])c3cc4c(cc3C3CC=CC23CC1)OC([*])O4,*C|N(c1ccccc1)C(=O)CN*,15.993988990783691
COc1cc[c:1](-[c:1]2c3c([c:0](-[c:0]4ccccc4)c4c2OCO4)C2CC=CC24CCCN4CC3)cc1,[*]c1c2c(c([*])c3c1OCO3)CCN1CCCC13C=CCC23,*c1ccccc1|c1c(OC)ccc(*)c1,12.485401153564453
COc1cc[c:0](-[c:0]2c3c(cc4c2OCO4)[C:1]2([CH3:1])CC=CC24CCCN4CC3)c(Br)c1,C1Oc2c(cc3c(c2[*])CCN2C4(C=CCC34[*])CCC2)O1,c1(Br)c(*)ccc(OC)c1|C*,16.261150360107422
C[CH2:0][CH:0]1C=CC23CCCN2CCc2c(cc4c([c:1]2[CH3:1])OCO4)C13,N12CCCC13C(C([*])C=C3)c1cc3c(c([*])c1CC2)OCO3,*CC|*C,5.000748634338379
